title,brand,description,initial_price,final_price,currency,availability,reviews_count,images_count,url,item_weight,rating,product_dimensions,discount,manufacturer,delivery,buybox_prices,parent_asin,is_available,images,product_details,max_quantity_available,return_policy
"MightySkins Skin Compatible with Lenovo Yoga C940 15” (2020) - Rattler | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",MIGHTY SKINS,"Do You Want Your Lenovo Yoga C940 15” (2020) To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Rattler skin is the perfect way to show off your style! Or with hundreds of other MightySkins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your Lenovo Yoga C940 15” (2020)? With MightySkins your Lenovo Yoga C940 15” (2020) is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Lenovo Yoga C940 15” (2020) with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction Guaranteed! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U.S.A., and backed by our satisfaction guarantee!Product Details: • Vinyl decal sticker • NOT A HARD CASE • Matte Finish • Ultra-Thin, Ultra-Durable, Stain Resistant • Hundreds of different designs • Lenovo Yoga C940 15” (2020) is not included.",22.99,22.99,USD,In Stock,0,4,https://www.amazon.com/MightySkins-Skin-Compatible-Lenovo-Yoga/dp/B08X1NSH2D?th=1&psc=1&language=en_US&currency=USD,1 pounds,0,8 x 6 x 0.4 inches,,MightySkins,"[""FREE delivery Tuesday, July 15 on orders shipped by Amazon over $35. Order within 9 hrs 3 mins""]","{""final_price"":22.99,""unit_price"":null}",B08Y73KG57,TRUE,"[""https://m.media-amazon.com/images/I/71XpZ-xUZ7L._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71Sm+19GQML._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71Sm+19GQML._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/51zfHlpGDqL._AC_SL1000_.jpg""]","[{""type"":""Product Dimensions"",""value"":""8 x 6 x 0.4 inches""},{""type"":""Item Weight"",""value"":""1 pounds""},{""type"":""ASIN"",""value"":""B08X1NSH2D""},{""type"":""Item model number"",""value"":""LENYC9401520-Rattler""},{""type"":""Date First Available"",""value"":""February 2, 2021""},{""type"":""Manufacturer"",""value"":""MightySkins""},{""type"":""Country of Origin"",""value"":""USA""},{""type"":""Brand"",""value"":""MIGHTY SKINS""},{""type"":""Color"",""value"":""Rattler""},{""type"":""Compatible Devices"",""value"":""Lenovo Yoga C940 15\"" (2020)""},{""type"":""Compatible Phone Models"",""value"":""Lenovo Yoga C940 15” (2020)""},{""type"":""Material"",""value"":""Vinyl""}]",30,
Avezano Woodland Animals Wild One Backdrop Wild One First Birthday Party Background Safari Jungle Wild One Party Backdrops for Boys Cake Table Decorations (7x5),Avezano,"Woodland Wild One Backdrop Application: Suitable for woodland wild one party decorations, especially the woodland animals partyGreat for the woodland wild one party and cake table decorations for girlsPerfect for woodland animals party, birthday photography, video studio, photo studio.Used as wallpaper, curtains, tablecloths, decorations, etc. Woodland Animals Birthday Party Decorations How to Reduce the Creases? -We sent folded.After you receive,you can roll the backdrop tightly with your paper tube for 2-4 days. -Hang the backdrop for 1-3 days, the wrinkles will gradually reduce. -This is the better way. -Use a iron with low temperature to heat the backside, then it will become smooth. -To avoid steam damage, place a layer of dry cloth between the backdrop and the iron. -Please do not wash or touch water.",17.99,17.99,USD,In stock Usually ships within 2 to 3 days.,54,7,https://www.amazon.com/Avezano-Woodland-Background-Backdrops-Decorations/dp/B08WBYJN5W?th=1&psc=1&language=en_US&currency=USD,10.6 ounces,4.9,7.87 x 7.87 x 1.18 inches,,Avezano,"[""$20.98 delivery August 22 - 29. "",""Or fastest delivery August 15 - 20. ""]","{""final_price"":17.99,""unit_price"":null}",B08WBVVKF3,TRUE,"[""https://m.media-amazon.com/images/I/81VN7Ddq6FL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81FPdCIvbIL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/815Bgr6wnwL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81PRD6NtNeL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81q+bp6MGHL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71DnN2KeJ8L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71Skp5VMZUL._AC_SL1500_.jpg""]","[{""type"":""Product Dimensions"",""value"":""7.87 x 7.87 x 1.18 inches""},{""type"":""Item Weight"",""value"":""10.6 ounces""},{""type"":""ASIN"",""value"":""B08WBYJN5W""},{""type"":""Item model number"",""value"":""LQR-Vinyl-2.1x1.5m-QQ-1851""},{""type"":""Customer Reviews"",""value"":""4.94.9 out of 5 stars54 ratings4.9 out of 5 stars""},{""type"":""Best Sellers Rank"",""value"":""#164,338 in Photographic Studio Photo Backgrounds""},{""type"":""Is Discontinued By Manufacturer"",""value"":""No""},{""type"":""Date First Available"",""value"":""February 15, 2021""},{""type"":""Manufacturer"",""value"":""Avezano""},{""type"":""Color"",""value"":""Random color""},{""type"":""Size"",""value"":""7x5""},{""type"":""Brand"",""value"":""Avezano""},{""type"":""Item Weight"",""value"":""0.3 Kilograms""},{""type"":""Product Dimensions"",""value"":""84\""L x 60\""W""}]",10,30-day refund/replacement
6 Pin Male to 8 Pin (6+2) Male PCIe Adapter Power Cable PCI Express Extension Cable 12.5 Inches/32cm,Amangny,"6 Pin Male to 8(6+2) Pin Male PCI Express Adapter Power CableProduct Length: 12.5 inchesProduct Weight: 0.7 ouncesWire Color: Black & YellowWire Model: 1007 18AWGMaterial: PVC InsulationConductor Specifications: 34*0.12TSConductor Material: Tinned Copper WireDiameter: OD2.1mmRated Temperature: 80 ℃Product Interface: 6 Pin Male Connector on One End, the Other End of 8(6+2) Pin Male InterfaceNote:This cable is ONLY compatible with CoolerMaster and Thermaltake PSUs with 6 Pin port, NOT compatible with EVGA, Corsair an Antec PSUs, Please check your PSU before buying it",9.99,9.99,USD,Only 11 left in stock - order soon.,118,6,https://www.amazon.com/Endlesss-Adapter-Express-Extension-Inches/dp/B08N18BDLX?th=1&psc=1&language=en_US&currency=USD,,4.4,12.5 x 1 x 0.5 inches; 3.17 ounces,,Endlesss,"[""FREE delivery Monday, July 14 on orders shipped by Amazon over $35"",""Or fastest delivery Saturday, July 12. Order within 5 hrs 10 mins""]","{""final_price"":9.99,""unit_price"":null}",B08N18BDLX,TRUE,"[""https://m.media-amazon.com/images/I/71h0MLs-B8L._SL1500_.jpg"",""https://m.media-amazon.com/images/I/51I-4nLc7pL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/51QqY-BFeEL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/61+4L2a6FPL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/61JmpecY5wL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/51STPd1NlVL._SL1500_.jpg""]","[{""type"":""Product Dimensions"",""value"":""12.5 x 1 x 0.5 inches; 3.17 ounces""},{""type"":""Item model number"",""value"":""1007""},{""type"":""Date First Available"",""value"":""November 10, 2020""},{""type"":""Manufacturer"",""value"":""Endlesss""},{""type"":""ASIN"",""value"":""B08N18BDLX""},{""type"":""Country of Origin"",""value"":""China""},{""type"":""Best Sellers Rank"",""value"":null},{""type"":""Customer Reviews"",""value"":""118""},{""type"":""Color"",""value"":""6 Pack""},{""type"":""Brand"",""value"":""Amangny""},{""type"":""Connector Gender"",""value"":""Male-to-Male""},{""type"":""Input Current"",""value"":""5 Amps""},{""type"":""Plug Format"",""value"":""6PinMale-8PinMale""}]",11,
MITSUBISHI ELECTRIC NV63-CV 3P 60A 30MA Earth-Leakage Circuit Breakers (Harmonic Surge Ready)(Economy Class)(3 Poles)(Frame 60A) NN,MITSUBISHI ELECTRIC,"[Frame(A)] 60 [Rated current In(A)] 60 [Number of Poles] 3 [Phase line] 3 phi 3W, 1 phi 3W, 1 phi 2W [Rated operational voltage Ue(V)] AC 100-440 [High-speed type] Rated current sensitivity(mA): 30 Max. operating time(s): 0.1(at I delta n) 0.04(at 5I delta n) [Earth leakage indication system] Mecanical type(button) [Rated short-circuit breaking capacity(kA)] JIS C 8201-2-2 Ann.1 JIS C 8201-2-2 Ann.2 IEC 60947-2 2nd.ed.(Icu/Ics) AC: AC440V 2.5/2.5, 415V 2.5/2.5, 400V 5/5, 230V 7.5/7.5, 200V 7.5/7.5, 100V 7.5/7.5 [Rated impulse withstand voltage Uimp(kV)] 6 [current] AC [Suitabikity for isolation] Compatible [Reverse connection(below 240VAC)] Possible [Number of operating cycles] without current:10,000 with current: 6,000 [Utilization category] A [Pollution category] 2 [EMC environment condition(environment A or B)] A [Mass of front-face type(kg)] 0.8 [Automatic tripping device] Thermal-magnetic [Trip button] Equipped(1)",,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,0,4,https://www.amazon.com/MITSUBISHI-ELECTRIC-Earth-Leakage-Breakers-Harmonic/dp/B00VWVHRJS?th=1&psc=1&language=en_US&currency=USD,2.13 pounds,0,,,MITSUBISHI ELECTRIC,,"{""unit_price"":null}",B00VWVHRJS,FALSE,"[""https://m.media-amazon.com/images/I/31thttpV9lL._AC_.jpg"",""https://m.media-amazon.com/images/I/41nOM2vKmjL._AC_.jpg"",""https://m.media-amazon.com/images/I/41fkGj-TcML._AC_.jpg"",""https://m.media-amazon.com/images/I/51saH0LqEUL._AC_.jpg""]","[{""type"":""Item Weight"",""value"":""2.13 pounds""},{""type"":""ASIN"",""value"":""B00VWVHRJS""},{""type"":""Date First Available"",""value"":""April 10, 2015""},{""type"":""Manufacturer"",""value"":""MITSUBISHI ELECTRIC""},{""type"":""Brand"",""value"":""MITSUBISHI ELECTRIC""},{""type"":""Current Rating"",""value"":""60 Amps""},{""type"":""Circuit Breaker Type"",""value"":""Standard""},{""type"":""Number Of Poles"",""value"":""3""},{""type"":""Manufacturer"",""value"":""MITSUBISHI ELECTRIC""}]",,
New Laptop Keyboard for Lenovo Ideapad 120S-11IAP US Black,TSZPY,,,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,2,2,https://www.amazon.com/Laptop-Keyboard-Lenovo-Ideapad-120S-11IAP/dp/B07X25H113?th=1&psc=1&language=en_US&currency=USD,,4,,,TSZPY,,"{""unit_price"":null}",B07X25H113,FALSE,"[""https://m.media-amazon.com/images/I/71Zd4dpoxuL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81oVssBJOKL._AC_SL1500_.jpg""]","[{""type"":""Manufacturer"",""value"":""TSZPY""},{""type"":""ASIN"",""value"":""B07X25H113""},{""type"":""Customer Reviews"",""value"":""4.04.0 out of 5 stars2 ratings4.0 out of 5 stars""},{""type"":""Date First Available"",""value"":""August 29, 2019""},{""type"":""Brand"",""value"":""TSZPY""},{""type"":""Compatible Devices"",""value"":""Laptop""},{""type"":""Color"",""value"":""Black""},{""type"":""Style"",""value"":""Modern""},{""type"":""Hand Orientation"",""value"":""Ambidextrous""},{""type"":""Number of Buttons"",""value"":""104""},{""type"":""Manufacturer"",""value"":""TSZPY""},{""type"":""UPC"",""value"":""778601410817""}]",,
Hastings-on-Hudson New York 2-Inch Vinyl Decal Sticker Latitude Longitude Compass Design,R and R Imports,"This gorgeous, colorful Latitude Longitude Compass Design Magnet or Sticker is the perfect way to show off your love for this beautiful city. It would look great in your refrigerator, laptop, car window, or any surface, if it is exposed to harsh weather there is no problem since the magnet is resistant to it and waterproof which mean it will look sharp for a long time no matter if you use it indoors or outdoors.",4.49,4.49,USD,In stock Usually ships within 2 to 3 days.,1,4,https://www.amazon.com/Hastings-Hudson-Sticker-Latitude-Longitude/dp/B0B2P1BLKC?th=1&psc=1&language=en_US&currency=USD,1 ounces,5,,,Generic,"[""$4.99 delivery July 3 - 7. "",""Or fastest delivery Wednesday, June 25. ""]","{""final_price"":4.49,""unit_price"":null}",B0B2NS2FYQ,TRUE,"[""https://m.media-amazon.com/images/I/51JSK2+dcWL._AC_.jpg"",""https://m.media-amazon.com/images/I/91AecVqtbRL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91OoER+O7xL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81Lte6iULWL._AC_SL1500_.jpg""]","[{""type"":""Brand"",""value"":""R and R Imports""},{""type"":""Color"",""value"":""Multi""},{""type"":""Theme"",""value"":""Love""},{""type"":""Cartoon Character"",""value"":""American""},{""type"":""Special Feature"",""value"":""Reflective""},{""type"":""Number of Pieces"",""value"":""1""},{""type"":""Age Range (Description)"",""value"":""Adult""},{""type"":""Reusability"",""value"":""Single Use""},{""type"":""Finish Type"",""value"":""Powder Coated""},{""type"":""Size"",""value"":""2-Inch Stickers""},{""type"":""Item Weight"",""value"":""1 ounces""},{""type"":""Manufacturer"",""value"":""Generic""},{""type"":""ASIN"",""value"":""B0B2P1BLKC""},{""type"":""Customer Reviews"",""value"":""5.05.0 out of 5 stars1 rating5.0 out of 5 stars""},{""type"":""Best Sellers Rank"",""value"":""#914,064 in Electronics (See Top 100 in Electronics)#909 in eBook Readers""},{""type"":""Date First Available"",""value"":""May 30, 2022""},{""type"":""Brand"",""value"":""R and R Imports""},{""type"":""Color"",""value"":""Multi""},{""type"":""Theme"",""value"":""Love""},{""type"":""Cartoon Character"",""value"":""American""},{""type"":""Special Feature"",""value"":""Reflective""},{""type"":""Number of Pieces"",""value"":""1""},{""type"":""Age Range (Description)"",""value"":""Adult""},{""type"":""Reusability"",""value"":""Single Use""},{""type"":""Finish Type"",""value"":""Powder Coated""},{""type"":""Size"",""value"":""2-Inch Stickers""}]",30,
ASUS A52N-XE1 15.6-Inch Versatile Entertainment Laptop (Black),ASUS,"Product Description 15.6"" HD (1366 x768)/AMD P520/ 4G DDR3/ATI 4250 Graphics/500G 5400/Super Multi ODD/W7HP (64bit)/802.11BGN/3-in-1 Card Reader/0.3M Pixel/6-cell battery/HDMI out/1yr warranty/1yr ADW Amazon.com",,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,0,6,https://www.amazon.com/A52N-XE1-15-6-Inch-Versatile-Entertainment-Laptop/dp/B004FPZDZ8?th=1&psc=1&language=en_US&currency=USD,5.8 pounds,0,15.2 x 10.2 x 1.4 inches,,,,"{""unit_price"":null}",B004FPZDZ8,FALSE,"[""https://m.media-amazon.com/images/I/81Qwz6svmYL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81uCR2GOFdL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91YwiBwT1IL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/911eX3asiEL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81atempZiEL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81DhPZJqNxL._AC_SL1500_.jpg""]","[{""type"":""Standing screen display size"",""value"":""15.6 Inches""},{""type"":""Screen Resolution"",""value"":""1366 x 768 pixels""},{""type"":""Max Screen Resolution"",""value"":""1366x768 Pixels""},{""type"":""Processor"",""value"":""2.3 hertz turion_64_x2""},{""type"":""RAM"",""value"":""4 GB DDR3""},{""type"":""Hard Drive"",""value"":""500 GB""},{""type"":""Graphics Coprocessor"",""value"":""ATI Radeon HD 4250""},{""type"":""Chipset Brand"",""value"":""AMD""},{""type"":""Card Description"",""value"":""Dedicated""},{""type"":""Wireless Type"",""value"":""802.11bgn, 802.11b, 802.11b/g""},{""type"":""Brand"",""value"":""ASUS""},{""type"":""Item model number"",""value"":""A52N-XE1""},{""type"":""Operating System"",""value"":""Windows 7 Home Premium""},{""type"":""Item Weight"",""value"":""5.8 pounds""},{""type"":""Product Dimensions"",""value"":""15.2 x 10.2 x 1.4 inches""},{""type"":""Item DimensionsLxWxH"",""value"":""15.2 x 10.2 x 1.4 inches""},{""type"":""Color"",""value"":""Black""},{""type"":""Processor Brand"",""value"":""AMD""},{""type"":""Number of Processors"",""value"":""2""},{""type"":""Computer Memory Type"",""value"":""DDR3 SDRAM""},{""type"":""Hard Drive Rotational Speed"",""value"":""5400 RPM""},{""type"":""Optical Drive Type"",""value"":""DVD SuperMulti""},{""type"":""ASIN"",""value"":""B004FPZDZ8""},{""type"":""Date First Available"",""value"":""January 5, 2011""},{""type"":""Brand"",""value"":""ASUS""},{""type"":""Screen Size"",""value"":""15.6 Inches""},{""type"":""Color"",""value"":""Black""},{""type"":""Hard Disk Size"",""value"":""500 GB""},{""type"":""CPU Model"",""value"":""AMD Turion 64 X2""},{""type"":""Ram Memory Installed Size"",""value"":""4 GB""},{""type"":""Operating System"",""value"":""Windows 7 Home Premium""},{""type"":""Graphics Card Description"",""value"":""Dedicated""},{""type"":""Graphics Coprocessor"",""value"":""ATI Radeon HD 4250""},{""type"":""CPU Speed"",""value"":""2.3 Hz""}]",,
"MightySkins Skin Compatible with HP Pavilion x360 14"" (2021) - Star Rays | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",MIGHTY SKINS,"Do You Want Your HP Pavilion x360 14"" (2021) To Look Different Than The Rest? MightySkins has got you covered! This skin is the perfect way to make your laptop uniquely yours! Perfectly fitted for a one-of-a-kind look with personality and style! This gorgeous skin for HP's flagship laptop will keep the lid and palm rest free from unsightly fingerprints and scratches while telling the world a little something about you! Do You Want To Protect Your HP Pavilion x360 14"" (2021)? With MightySkins your HP Pavilion x360 14"" (2021) is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use!Cover your HP Pavilion x360 14"" (2021) with a beautiful, stylish decal skin and keep it protected at the same time!Easy to apply, and easy to remove without any sticky residue!Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction Guaranteed! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U.S.A., and backed by our satisfaction guarantee!Product Details:• Vinyl decal sticker• NOT A HARD CASE• Matte Finish • Ultra-Thin, Ultra-Durable, Stain Resistant • Hundreds of different designs • HP Pavilion x360 14"" (2021) is not included.",,,USD,,0,5,https://www.amazon.com/MightySkins-Skin-Compatible-Pavilion-x360/dp/B09SGMFM6Z?th=1&psc=1&language=en_US&currency=USD,8 ounces,0,20 x 0.1 x 10 inches,,MightySkins,,"{""unit_price"":null}",B09SGMFM6Z,FALSE,"[""https://m.media-amazon.com/images/I/61Xuza2nEZL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61qUbrucpQL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71Sm+19GQML._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/51zfHlpGDqL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/31AbAQ0OPIL._AC_.jpg""]","[{""type"":""Brand"",""value"":""MIGHTY SKINS""},{""type"":""Series"",""value"":""Skin For HP Pavilion x360 14\"" (2021)""},{""type"":""Item Weight"",""value"":""8 ounces""},{""type"":""Product Dimensions"",""value"":""20 x 0.1 x 10 inches""},{""type"":""Item DimensionsLxWxH"",""value"":""20 x 0.1 x 10 inches""},{""type"":""Color"",""value"":""Star Rays""},{""type"":""Manufacturer"",""value"":""MightySkins""},{""type"":""ASIN"",""value"":""B09SGMFM6Z""},{""type"":""Date First Available"",""value"":""February 14, 2022""},{""type"":""Brand"",""value"":""MIGHTY SKINS""},{""type"":""Color"",""value"":""Star Rays""},{""type"":""Compatible Devices"",""value"":""Laptop""},{""type"":""Material"",""value"":""Vinyl""},{""type"":""Special Feature"",""value"":""Dust Proof, Scratch Resistant""}]",,
Cartoon Blue Sky White Cloud Balloons Backdrop Photography for Dr. Seuss Day Oh The Places You'll Go Kid Birthday 5Wx3H Feet Decoration Wedding Celebration Props Photo Shoot Table Vinyl Cloth,Snowpa,,,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,7,5,https://www.amazon.com/Snowpa-Balloons-Photography-Decoration-Celebration/dp/B0851FH515?th=1&psc=1&language=en_US&currency=USD,5.9 ounces,4.4,13.54 x 11.34 x 0.51 inches,,CVB,,"{""unit_price"":null}",B0851FH515,FALSE,"[""https://m.media-amazon.com/images/I/61c6SsfnfjL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61v7UjXZ2cL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61otMaOp+cL._AC_SL1024_.jpg"",""https://m.media-amazon.com/images/I/71San1TiP7L._AC_SL1309_.jpg"",""https://m.media-amazon.com/images/I/61PVS7nglIL._AC_SL1024_.jpg""]","[{""type"":""Package Dimensions"",""value"":""13.54 x 11.34 x 0.51 inches""},{""type"":""Item Weight"",""value"":""5.9 ounces""},{""type"":""ASIN"",""value"":""B0851FH515""},{""type"":""Customer Reviews"",""value"":""4.44.4 out of 5 stars7 ratings4.4 out of 5 stars""},{""type"":""Date First Available"",""value"":""April 15, 2020""},{""type"":""Manufacturer"",""value"":""CVB""},{""type"":""Color"",""value"":""White""},{""type"":""Brand"",""value"":""Snowpa""},{""type"":""UPC"",""value"":""741376399816""}]",,
AC Adapter Wall Charger Compatible with Sony AC-D3M ACD3M Power Supply Cord Mains Switching,Omilik,AC Adapter Wall Charger compatible with Sony AC-D3M ACD3M Power Supply Cord Mains Switching,15.59,15.59,USD,In Stock,0,3,https://www.amazon.com/Omilik-Adapter-Charger-Compatible-Switching/dp/B09YYD8TVL?th=1&psc=1&language=en_US&currency=USD,4 ounces,0,,,Omilik,"[""FREE delivery Monday, July 14. "",""Or fastest delivery Wednesday, July 9. ""]","{""final_price"":15.59,""unit_price"":null}",B09YYD8TVL,TRUE,"[""https://m.media-amazon.com/images/I/617ZFwu1FQL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71JngWnrlIL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71GEpCM9O0L._AC_SL1500_.jpg""]","[{""type"":""Item Weight"",""value"":""4 ounces""},{""type"":""ASIN"",""value"":""B09YYD8TVL""},{""type"":""Date First Available"",""value"":""April 27, 2022""},{""type"":""Manufacturer"",""value"":""Omilik""},{""type"":""Country of Origin"",""value"":""China""},{""type"":""Brand"",""value"":""Omilik""},{""type"":""Compatible Phone Models"",""value"":""Sony""},{""type"":""Special Feature"",""value"":""Short Circuit Protection""},{""type"":""Input Voltage"",""value"":""240 Volts""},{""type"":""Mounting Type"",""value"":""Wall Mount""},{""type"":""Total USB Ports"",""value"":""1""},{""type"":""Specification Met"",""value"":""CE, CCC, FCC""},{""type"":""Power Source"",""value"":""Corded Electric""},{""type"":""Main Power Connector Type"",""value"":""2 Pin""},{""type"":""Manufacturer"",""value"":""Omilik""}]",30,30-day refund/replacement
Sacred Music Series One (2 Disc) (DVD),SACRED MUSIC SERIES ONE,Sacred Music S1,,,USD,,0,1,https://www.amazon.com/Sacred-Music-One-Disc-DVD/dp/B079DCH983?th=1&psc=1&language=en_US&currency=USD,,0,,,,,"{""unit_price"":null}",B079DCH983,FALSE,"[""https://m.media-amazon.com/images/I/61bish9yiqL._SL1200_.jpg""]","[{""type"":""ASIN"",""value"":""B079DCH983""},{""type"":""Publisher"",""value"":""Alliance Entertainment""},{""type"":""Publication date"",""value"":""January 1, 2014""},{""type"":""Language"",""value"":""Spanish""}]",,
